Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
11066,3089000,3171428.571,6,1.8,1.0,8.0,5.0,2,A,F,V,B,S,1,N,X
11067,2700000,3041860.465,2,1.6,0.0,9.0,4.0,2,A,F,V,B,S,Z,9,4
11068,2233000,2659770.115,5,1.4,0.0,1.0,6.0,3,A,F,V,B,S,Z,9,4
11069,3060000,3097619.048,2,1.6,2.0,3.0,0.0,2,A,F,V,B,S,Z,9,4
11070,2271000,2878205.128,6,1.6,8.0,7.0,2.0,1,A,F,V,B,S,K,N,A
11071,1000000,1264634.146,18,1.6,0.0,2.0,0.0,1,M,F,V,B,L,W,V,W
11072,1500000,1804938.272,3,1.6,3.0,0.0,6.0,1,M,F,V,B,S,X,7,L
11073,3594000,3959523.81,4,1.8,1.0,5.0,2.0,2,A,A,V,B,C,T,M,B
11074,1823000,2034939.759,3,1.0,1.0,3.0,6.0,1,A,F,V,B,L,X,W,B
11075,4500000,5605063.291,10,3.5,2.0,4.0,4.0,2,A,B,V,B,S,W,D,D
11076,955000,1256410.256,15,1.6,2.0,1.0,6.0,1,A,F,V,B,L,V,F,1
11077,850000,1063414.634,17,2.4,0.0,1.0,7.0,1,M,F,V,B,S,J,M,B
11078,4455000,5605063.291,10,3.5,2.0,4.0,4.0,2,A,B,V,B,S,W,D,D
11079,2700000,3157692.308,12,4.0,2.0,6.0,9.0,1,A,A,V,B,V,1,F,M
11080,2731000,3305952.381,13,2.4,4.0,0.0,4.0,2,M,F,V,B,M,J,T,E
11081,2205000,2534117.647,9,1.6,2.0,2.0,0.0,2,A,F,V,B,S,J,T,N
11082,3371000,3725609.756,8,2.4,7.0,9.0,3.0,1,A,F,V,H,S,4,T,1
11083,2700000,2980246.914,4,1.6,5.0,4.0,7.0,1,A,F,V,B,L,T,M,B
11084,2256000,2618604.651,3,1.6,8.0,4.0,8.0,2,M,F,V,B,S,Z,9,4
11085,2978000,3575641.026,14,2.4,5.0,7.0,8.0,1,A,A,V,B,C,J,T,E
11086,3478000,3951111.111,4,1.8,2.0,7.0,5.0,3,A,F,K,B,S,K,M,H
11087,2355000,2366315.789,2,1.2,2.0,0.0,5.0,3,A,F,V,B,L,K,N,A
11088,2757000,3176923.077,2,1.6,9.0,4.0,3.0,3,M,F,V,BG,L,T,M,B
11089,4270000,4779761.905,9,3.0,1.0,1.0,4.0,2,A,B,K,B,S,J,T,H
11090,3715000,4242222.222,3,2.0,3.0,2.0,3.0,3,A,F,V,B,S,W,V,W
11091,2370000,2833734.94,2,1.6,4.0,5.0,2.0,1,M,F,V,B,S,Z,9,4
11092,2643000,3034482.759,2,1.6,5.0,0.0,7.0,1,A,F,B,B,S,Z,9,4
11093,1100000,1327586.207,18,2.0,0.0,8.0,0.0,1,M,F,V,B,S,J,N,1
11094,6021000,7004395.604,5,3.5,0.0,5.0,2.0,1,A,F,K,B,S,J,T,H
11095,3851000,4351685.393,3,1.6,3.0,8.0,8.0,2,A,F,V,B,S,N,M,T
11096,5012000,6434090.909,3,2.5,7.0,9.0,0.0,1,A,F,K,BG,S,6,T,1
11097,2312000,2523529.412,12,3.0,1.0,4.0,8.0,3,A,A,K,B,S,W,A,U
11098,3411000,4263095.238,10,3.0,9.0,7.0,1.0,2,A,B,K,B,S,J,T,H
11099,1359000,1996153.846,8,1.4,5.0,4.0,7.0,1,A,F,V,B,S,K,L,1
11100,1600000,1867857.143,4,1.6,0.0,4.0,6.0,2,A,F,V,B,S,X,7,L
11101,1901000,2071910.112,5,1.4,8.0,6.0,2.0,2,M,F,V,B,S,Z,9,4
11102,2217000,2473493.976,5,1.4,4.0,3.0,3.0,1,A,F,V,BG,S,Z,9,4
11103,3562000,4012222.222,10,3.0,3.0,3.0,5.0,2,A,A,B,BG,V,J,M,Y
11104,2707000,3233333.333,9,2.4,6.0,6.0,1.0,2,A,F,V,B,S,6,T,1
11105,4461000,5269047.619,13,4.7,9.0,6.0,9.0,2,A,A,K,B,V,J,T,J
11106,2317000,3104819.277,2,1.6,0.0,9.0,1.0,1,M,F,V,B,S,Z,9,4
11107,2900000,3841666.667,9,2.2,2.0,2.0,3.0,2,A,A,K,D,C,K,M,H
11108,2111000,2553846.154,11,2.4,7.0,1.0,1.0,1,A,F,V,B,C,J,A,4
11109,2152000,2380232.558,14,2.8,4.0,6.0,2.0,1,A,A,K,B,S,W,D,B
11110,1423000,1789743.59,9,1.6,0.0,4.0,4.0,1,A,F,V,B,S,J,M,Y
11111,1324000,1947435.897,15,2.5,1.0,2.0,0.0,1,M,A,V,B,U,4,S,3
11112,2211000,2720930.233,14,3.0,4.0,6.0,9.0,1,A,B,K,B,S,J,T,8
11113,1900000,2404651.163,13,3.0,8.0,7.0,0.0,1,A,A,K,B,U,4,S,3
11114,2500000,3173076.923,10,2.4,3.0,5.0,5.0,1,A,F,V,B,S,4,T,1
11115,7500000,8521052.632,2,2.5,7.0,7.0,9.0,3,A,B,K,B,S,J,T,H
11116,3053000,3123333.333,9,2.5,4.0,2.0,5.0,3,A,B,K,B,S,W,D,B
11117,2690000,2956790.123,2,1.6,0.0,7.0,7.0,1,A,F,V,B,S,Z,9,4
11118,2462000,2953846.154,8,1.8,6.0,2.0,8.0,1,A,F,V,B,S,2,T,1
11119,5057000,5998765.432,4,3.0,5.0,2.0,3.0,1,A,F,K,B,S,K,M,H
11120,2619000,2950574.713,4,1.6,9.0,7.0,3.0,1,A,F,V,B,S,K,N,A
11121,2495000,2991566.265,4,1.6,7.0,8.0,8.0,1,A,F,V,B,S,K,N,A
11122,3839000,4272619.048,7,2.5,5.0,6.0,5.0,2,A,A,V,BG,C,J,F,1
11123,1543000,1940476.19,11,2.0,3.0,2.0,5.0,2,A,F,V,B,S,K,M,H
11124,6346000,6250000.0,5,2.0,5.0,3.0,2.0,1,A,F,K,B,S,W,A,U
11125,2822000,3071428.571,9,1.8,0.0,4.0,1.0,2,A,F,V,B,S,S,B,1
11126,2701000,4473255.814,11,3.3,7.0,4.0,3.0,1,A,F,K,B,C,Z,9,4
11127,2910000,3249438.202,3,1.8,1.0,1.0,2.0,2,A,F,K,B,S,K,L,1
11128,5615000,6272619.048,3,2.5,5.0,6.0,1.0,1,A,F,B,B,S,4,T,1
11129,2930000,3058947.368,8,2.0,0.0,8.0,7.0,3,A,F,K,B,S,W,V,W
11130,2505000,2837037.037,2,1.4,4.0,2.0,1.0,1,A,F,V,B,S,Z,9,4
11131,4406000,4894252.874,5,2.4,9.0,7.0,9.0,1,A,F,V,BG,S,X,W,7
11132,2375000,2976923.077,11,2.5,5.0,7.0,6.0,1,A,A,V,B,U,4,S,4
11133,2147000,2577777.778,15,2.0,1.0,8.0,6.0,1,A,A,V,B,C,J,T,E
11134,3767000,4745348.837,9,3.6,5.0,8.0,3.0,1,A,A,K,B,C,W,V,G
11135,2637000,3202469.136,2,1.6,0.0,8.0,3.0,2,A,F,V,B,S,X,W,8
11136,2800000,3407317.073,8,2.0,0.0,9.0,3.0,1,M,F,V,BG,C,S,J,N
11137,2697000,2975641.026,3,1.6,8.0,4.0,7.0,1,A,F,V,B,S,X,W,8
11138,2511000,2966666.667,11,2.4,1.0,3.0,0.0,1,A,F,V,B,S,4,T,1
11139,6816000,6796000.0,2,2.5,4.0,5.0,5.0,3,A,F,K,B,S,X,W,7
11140,1800000,2163953.488,14,2.5,6.0,7.0,9.0,1,A,A,K,B,S,J,F,1
11141,2402000,2806172.84,12,2.4,5.0,0.0,6.0,1,A,F,K,B,S,W,A,U
11142,4020000,4649397.59,5,2.5,7.0,7.0,5.0,1,A,F,V,B,S,4,T,4
11143,2454000,2646511.628,12,2.4,1.0,8.0,1.0,1,A,F,K,B,S,4,T,1
11144,2369000,2500000.0,2,1.6,3.0,2.0,0.0,2,M,F,V,BG,L,X,7,L
11145,9450000,10410000.0,3,3.5,3.0,8.0,1.0,3,A,A,K,B,C,J,T,E
11146,2756000,3180232.558,11,3.0,8.0,0.0,0.0,1,A,F,K,B,S,J,T,D
11147,4100000,4181111.111,2,1.6,1.0,0.0,5.0,3,A,F,V,B,L,X,W,8
11148,2907000,3161627.907,6,1.8,2.0,5.0,0.0,1,A,F,K,B,S,X,W,8
11149,2346000,2778205.128,3,1.6,5.0,2.0,8.0,1,M,F,V,B,S,X,W,8
11150,2914000,2898850.575,2,1.6,9.0,3.0,6.0,3,A,F,V,BG,S,Z,9,4
11151,3800000,4626190.476,8,1.8,8.0,8.0,3.0,2,A,B,K,BG,S,W,D,B
11152,1121000,1646153.846,9,1.6,8.0,9.0,9.0,1,M,F,V,B,L,T,M,B
11153,4300000,4626923.077,6,2.5,2.0,6.0,9.0,1,A,A,V,B,S,4,S,3
11154,2642000,3050000.0,12,3.0,3.0,1.0,2.0,2,A,A,K,B,U,J,F,1
11155,3987000,4400000.0,12,3.3,8.0,7.0,4.0,2,A,A,K,B,C,J,T,J
11156,2515000,2544210.526,11,3.5,3.0,9.0,6.0,3,A,A,K,B,C,J,N,8
11157,5394000,5960000.0,4,3.0,8.0,6.0,9.0,3,A,F,K,B,S,K,M,H
11158,2794000,3308974.359,2,1.6,0.0,8.0,2.0,1,A,F,V,B,L,Z,9,4
11159,3060000,3628048.78,3,1.8,2.0,1.0,2.0,1,A,F,B,B,U,K,L,1
11160,999000,1269736.842,10,1.4,6.0,6.0,0.0,1,A,F,V,B,L,V,F,3
11161,3105000,3957692.308,5,1.6,9.0,9.0,9.0,1,A,F,V,B,S,K,M,H
11162,10049000,11261111.11,9,5.7,5.0,2.0,4.0,3,A,A,K,B,V,J,T,M
11163,4439000,4924418.605,9,3.5,7.0,8.0,0.0,1,A,A,K,B,V,J,N,8
11164,4500000,4824050.633,5,2.0,4.0,6.0,0.0,2,A,A,B,B,C,K,M,H
11165,3263000,3388372.093,1,1.6,2.0,9.0,2.0,1,A,F,V,B,S,Z,9,4
11166,4931000,5976923.077,6,2.0,0.0,7.0,0.0,1,A,A,V,B,C,J,T,M
11167,4500000,5144047.619,14,4.7,8.0,1.0,5.0,2,A,A,K,BG,V,J,T,J
11168,1900000,2241025.641,11,1.6,7.0,8.0,1.0,1,A,F,V,B,L,W,V,W
11169,2864000,3309195.402,2,1.6,9.0,4.0,1.0,3,A,F,V,BG,S,Z,9,4
11170,2200000,2470930.233,15,3.2,6.0,6.0,2.0,1,A,B,K,B,S,W,D,B
11171,3105000,4018604.651,10,3.2,4.0,9.0,8.0,1,A,A,K,B,V,W,V,G
11172,1000000,1207317.073,15,1.9,0.0,2.0,1.0,1,M,F,V,D,S,W,V,W
11173,1470000,1817857.143,14,1.6,6.0,0.0,1.0,2,A,F,K,B,L,W,V,W
11174,4947000,5763414.634,3,2.0,0.0,8.0,9.0,1,A,A,V,B,C,K,N,A
11175,4431000,4581481.481,11,2.7,3.0,3.0,4.0,1,A,A,V,BG,V,M,R,1
11176,2502000,2610975.61,8,1.6,2.0,8.0,0.0,1,A,F,V,B,S,J,T,N
11177,5130000,5972222.222,3,2.4,1.0,3.0,9.0,3,A,A,V,B,C,J,M,B
11178,1517000,1992682.927,10,1.8,1.0,3.0,7.0,1,M,F,V,B,S,W,O,L
11179,2600000,2655555.556,6,1.6,4.0,0.0,6.0,2,M,F,V,B,S,X,W,8
11180,2000000,2433707.865,12,1.6,0.0,0.0,1.0,2,A,F,V,B,L,S,B,1
11181,2218000,2375280.899,5,1.4,7.0,0.0,2.0,2,A,F,V,B,S,Z,9,4
11182,2624000,3048809.524,10,2.4,0.0,4.0,4.0,2,A,F,V,B,S,4,T,1
11183,5500000,6163529.412,1,2.0,3.0,1.0,1.0,2,A,F,V,BG,C,U,5,Y
11184,2228000,2498888.889,8,1.8,8.0,1.0,9.0,3,A,F,V,B,S,J,M,B
11185,2220000,3037179.487,12,3.0,6.0,1.0,1.0,1,A,F,V,B,S,4,T,1
11186,3917000,4244303.797,9,2.5,9.0,9.0,5.0,2,A,B,K,B,S,X,4,X
11187,2562000,2923595.506,6,1.6,6.0,7.0,7.0,2,A,F,V,B,S,K,M,H
11188,6080000,6192307.692,3,2.5,2.0,2.0,0.0,1,A,F,K,B,S,X,W,7
11189,3678000,4185714.286,15,3.0,2.0,5.0,0.0,2,A,A,K,D,V,J,N,1
11190,2195000,2415853.659,9,1.6,8.0,8.0,6.0,1,A,F,B,B,L,S,J,N
11191,3013000,3623255.814,10,3.5,1.0,1.0,6.0,1,A,F,K,B,S,J,T,N
11192,2658000,3364556.962,10,2.7,8.0,1.0,0.0,2,A,A,V,B,C,K,M,H
11193,2008000,2511538.462,8,1.3,3.0,6.0,3.0,1,A,F,V,B,L,J,T,D
11194,3060000,3541666.667,12,3.2,3.0,1.0,0.0,2,A,A,K,B,C,W,V,G
11195,2768000,3546153.846,9,2.4,6.0,3.0,1.0,1,A,F,V,BG,S,6,T,1
11196,4052000,4360674.157,5,2.5,0.0,0.0,3.0,2,A,F,V,BG,S,4,T,1
11197,2862000,3122093.023,10,2.4,1.0,8.0,5.0,1,A,F,K,B,S,4,T,1
11198,2062000,2662820.513,6,1.8,4.0,4.0,8.0,1,A,F,V,B,S,X,U,F
11199,3100000,3656097.561,4,1.6,5.0,3.0,4.0,1,A,F,V,B,C,T,S,M
11200,5814000,4961538.462,5,3.5,4.0,2.0,3.0,1,A,F,K,B,S,X,W,7
11201,1200000,1554761.905,14,2.0,1.0,1.0,1.0,2,A,F,V,B,S,J,M,Z
11202,2500000,2926190.476,15,3.6,2.0,8.0,7.0,2,A,B,K,B,S,W,B,A
11203,3320000,4134615.385,1,1.6,9.0,5.0,2.0,1,A,F,V,B,L,Z,9,4
11204,2046000,1914102.564,11,2.5,0.0,1.0,1.0,1,A,F,V,B,S,1,N,4
11205,1511000,1880769.231,8,1.4,3.0,1.0,8.0,1,M,F,V,BG,L,W,O,L
11206,2776000,3050000.0,10,2.4,7.0,5.0,4.0,2,A,F,V,B,S,4,T,1
11207,2689000,3048809.524,10,2.0,1.0,0.0,8.0,2,M,A,K,B,C,J,F,1
11208,2705000,3555555.556,12,3.2,6.0,3.0,6.0,1,A,A,K,BG,C,W,V,G
11209,8750000,9451111.111,9,4.0,5.0,9.0,0.0,3,A,A,K,BG,V,J,T,M
11210,2161000,2310843.373,9,2.3,9.0,9.0,8.0,1,A,F,K,B,S,J,M,1
11211,7600000,7886813.187,1,2.5,9.0,5.0,9.0,1,A,F,K,B,S,X,W,7
11212,2776000,3200000.0,10,2.4,9.0,6.0,4.0,2,A,F,K,B,S,4,T,1
11213,4150000,4396666.667,4,2.4,0.0,0.0,7.0,3,A,F,K,B,S,X,U,U
11214,4000000,4085714.286,8,2.5,3.0,4.0,3.0,2,A,A,V,BG,C,J,F,1
11215,2592000,3052564.103,4,1.8,9.0,4.0,5.0,1,A,F,V,B,S,X,U,F
11216,3024000,3480722.892,5,1.6,1.0,5.0,1.0,1,M,F,V,B,S,J,T,N
11217,1913000,1841860.465,10,2.5,4.0,4.0,6.0,1,A,F,K,B,S,1,N,4
11218,1023000,1519753.086,8,1.2,1.0,4.0,7.0,1,M,F,V,B,S,K,L,1
11219,4500000,6074117.647,6,3.5,6.0,8.0,0.0,3,A,A,K,BG,C,J,N,1
11220,2400000,2362222.222,11,2.0,4.0,9.0,7.0,3,M,A,K,B,C,J,F,1
11221,2794000,2938888.889,4,1.6,7.0,0.0,2.0,3,M,F,V,BG,S,J,M,B
11222,6479000,6885000.0,2,2.5,3.0,8.0,0.0,3,A,F,K,B,S,X,W,7
11223,4600000,5391666.667,2,1.8,3.0,4.0,8.0,2,A,A,V,B,C,W,0,L
11224,2683000,3296511.628,13,3.0,1.0,0.0,3.0,1,A,F,K,B,S,J,T,H
11225,2758000,3051190.476,10,2.4,7.0,7.0,6.0,2,A,F,V,BG,S,4,T,1
11226,2622000,2956790.123,2,1.6,5.0,7.0,3.0,1,A,F,V,B,S,Z,9,4
11227,2808000,2960714.286,7,1.8,5.0,7.0,3.0,2,A,F,V,B,S,1,N,X
11228,6414000,6854945.055,2,2.5,9.0,8.0,9.0,1,A,F,K,B,S,X,W,7
11229,2765000,3248148.148,9,2.4,8.0,1.0,7.0,1,A,F,V,B,S,6,T,1
11230,2108000,2674358.974,8,1.6,3.0,4.0,8.0,1,M,F,V,B,S,J,T,N
11231,1600000,1855952.381,15,1.8,5.0,3.0,2.0,2,A,F,V,B,S,W,A,U
11232,3164000,3710714.286,14,3.0,1.0,1.0,7.0,2,A,A,K,B,C,J,T,E
11233,2496000,2634615.385,8,1.6,1.0,5.0,1.0,1,A,F,V,B,S,J,T,D
11234,2550000,2826923.077,2,1.4,4.0,2.0,6.0,1,M,F,V,B,L,Z,9,4
11235,1500000,2296296.296,14,3.5,9.0,2.0,0.0,1,A,F,K,B,S,J,N,1
11236,2369000,2903846.154,3,1.6,1.0,9.0,3.0,1,M,F,V,B,S,X,W,8
11237,2700000,2761627.907,12,2.6,4.0,8.0,8.0,1,A,A,K,B,S,W,D,B
11238,6470000,7618604.651,10,4.7,6.0,9.0,2.0,1,A,A,K,B,V,J,T,E
11239,2448000,3125641.026,14,2.0,3.0,6.0,6.0,1,A,A,V,B,C,J,T,E
11240,3202000,3670930.233,13,3.0,3.0,6.0,1.0,1,A,A,K,B,C,J,T,J
11241,1786000,2360493.827,15,3.0,3.0,4.0,3.0,1,A,A,V,B,V,J,A,4
11242,2503000,2795348.837,11,2.4,7.0,6.0,1.0,1,A,F,K,B,S,S,B,1
11243,2255000,2424719.101,3,1.4,8.0,8.0,7.0,2,M,F,V,B,S,Z,9,4
11244,2857000,3491860.465,3,1.8,0.0,9.0,4.0,1,A,F,K,B,U,K,L,1
11245,1987000,1894382.022,4,1.0,3.0,2.0,6.0,2,A,F,V,B,L,X,W,B
11246,2203000,2537209.302,11,2.5,1.0,2.0,2.0,1,A,A,K,B,S,J,F,1
11247,5000000,4880000.0,6,2.4,0.0,6.0,3.0,3,A,A,V,B,V,K,N,A
11248,5239000,5843037.975,9,3.8,0.0,0.0,5.0,2,A,A,K,B,V,J,M,Y
11249,1758000,1848809.524,15,2.5,0.0,7.0,5.0,2,A,A,V,B,U,J,F,1
11250,2966000,3212222.222,9,2.4,2.0,6.0,2.0,3,A,F,V,BG,S,6,T,1
11251,2000000,2110714.286,10,2.0,9.0,2.0,5.0,2,A,F,V,B,S,J,M,1
11252,2428000,2661797.753,3,1.6,1.0,0.0,6.0,2,A,F,V,BG,S,Z,9,4
11253,2103000,2558974.359,13,2.4,7.0,0.0,8.0,1,A,F,V,BG,S,4,T,1
11254,2930000,3161728.395,1,1.6,3.0,3.0,1.0,2,M,F,V,B,S,X,W,8
11255,4300000,4671578.947,6,2.0,6.0,5.0,2.0,3,A,A,K,B,C,K,M,H
11256,2400000,2683333.333,8,2.5,2.0,2.0,8.0,1,A,F,V,B,S,1,N,4
11257,7280000,8358620.69,2,2.5,6.0,3.0,1.0,3,M,A,V,D,P,M,R,0
11258,6536000,7103333.333,1,2.0,9.0,6.0,6.0,2,A,F,V,B,S,X,W,7
11259,4500000,4868539.326,7,1.8,6.0,7.0,7.0,2,A,B,K,B,S,W,D,D
11260,2009000,2480246.914,10,2.0,1.0,8.0,1.0,1,A,F,K,B,S,W,V,W
11261,3200000,3980232.558,5,1.6,3.0,5.0,1.0,1,A,F,K,B,L,K,M,H
11262,1106000,1205128.205,12,1.6,1.0,9.0,5.0,1,M,F,V,B,L,K,M,H
11263,2700000,3293902.439,3,1.8,3.0,7.0,9.0,1,A,F,V,B,S,K,L,1
11264,2129000,2600000.0,13,2.4,8.0,7.0,6.0,1,A,F,V,B,S,4,T,1
11265,2039000,2396428.571,3,1.6,5.0,0.0,4.0,2,A,F,V,B,S,X,U,F
11266,7565000,8257303.371,1,2.5,9.0,2.0,8.0,2,A,F,K,B,S,X,W,7
11267,1700000,2002564.103,6,1.4,9.0,4.0,3.0,1,M,F,V,B,L,T,M,A
11268,1400000,1233333.333,14,2.0,7.0,1.0,4.0,2,M,A,K,B,S,J,F,1
11269,2200000,2981012.658,14,2.4,0.0,9.0,5.0,1,A,F,B,B,C,J,H,L
11270,5200000,5445679.012,10,3.5,0.0,7.0,7.0,1,A,B,K,B,S,W,D,D
11271,3976000,4565517.241,6,2.4,8.0,1.0,2.0,3,A,F,V,B,S,J,T,N
11272,1303000,1438356.164,8,1.4,8.0,4.0,2.0,1,A,F,V,B,L,V,F,3
11273,2881000,3236904.762,9,2.4,3.0,7.0,2.0,2,A,F,V,B,S,4,T,1
11274,2285000,2494382.022,10,2.3,8.0,0.0,5.0,2,A,F,K,B,S,J,N,1
11275,3204000,3742857.143,9,3.5,7.0,0.0,8.0,2,A,F,K,B,S,4,T,1
11276,2100000,2325301.205,16,2.0,6.0,7.0,0.0,1,A,A,V,B,C,J,H,L
11277,1557000,1724358.974,9,1.3,1.0,2.0,4.0,1,A,F,V,B,S,J,M,Y
11278,5778000,6483908.046,3,2.0,7.0,3.0,8.0,1,A,A,V,BG,C,J,N,1
11279,2317000,2504878.049,8,1.6,0.0,6.0,2.0,1,A,F,V,B,L,S,B,1
11280,2100000,2397802.198,18,3.0,7.0,5.0,4.0,1,A,A,K,BG,C,J,T,6
11281,2154000,2540740.741,13,3.0,8.0,8.0,0.0,1,A,F,V,BG,S,4,T,1
11282,2171000,2459523.81,12,2.0,0.0,7.0,9.0,2,M,F,V,B,S,S,B,1
11283,2776000,3044047.619,10,2.4,7.0,5.0,4.0,2,A,F,V,B,S,4,T,1
11284,2376000,2634567.901,4,1.4,8.0,4.0,9.0,2,A,F,V,B,S,Z,9,4
11285,1400000,1734615.385,12,2.2,2.0,1.0,1.0,1,A,F,V,B,U,W,O,L
11286,3089000,3194047.619,6,1.8,1.0,8.0,5.0,2,A,F,V,B,S,1,N,X
11287,1500000,1653012.048,14,1.6,1.0,9.0,5.0,1,M,F,V,BG,S,N,M,T
11288,2334000,2428571.429,13,2.4,0.0,8.0,9.0,2,A,F,V,B,S,4,T,1
11289,2260000,2738461.538,12,2.4,0.0,5.0,7.0,1,A,F,V,B,S,4,T,1
11290,2471000,3034615.385,8,1.8,4.0,7.0,0.0,1,A,F,V,BG,S,J,T,D
11291,4103000,5212345.679,9,3.0,1.0,1.0,0.0,1,A,A,K,B,V,J,M,Y
11292,17000000,12401052.63,3,3.0,5.0,8.0,5.0,3,A,A,K,B,V,W,B,A
11293,1536000,1801149.425,14,1.8,7.0,2.0,5.0,3,M,F,V,B,S,S,B,1
11294,4950000,5331395.349,8,3.6,2.0,3.0,5.0,1,A,A,K,B,C,W,V,G
11295,5615000,6270238.095,2,2.0,6.0,1.0,7.0,2,A,F,V,B,C,S,J,N
11296,3088000,3218947.368,1,1.6,2.0,6.0,9.0,3,A,F,V,B,S,Z,9,4
11297,2396000,2620731.707,12,2.0,4.0,9.0,1.0,1,A,F,V,B,S,S,B,1
11298,4600000,5296428.571,11,3.3,3.0,4.0,4.0,2,A,A,K,H,C,J,T,J
11299,17514000,18830526.32,2,4.6,8.0,1.0,6.0,3,A,A,K,BG,V,J,T,M
11300,4900000,4985393.258,5,2.4,2.0,0.0,8.0,2,A,F,V,B,C,5,J,6
11301,3060000,3553488.372,10,2.7,0.0,2.0,8.0,1,A,A,K,B,C,J,S,3
11302,4600000,5065934.066,1,1.6,3.0,5.0,2.0,3,A,F,V,B,S,J,M,Z
11303,14528000,15622784.81,4,4.6,2.0,6.0,1.0,2,A,A,K,BG,V,J,T,M
11304,2135000,2564197.531,9,2.0,6.0,4.0,8.0,1,A,F,K,B,S,J,M,Y
11305,2062000,2004938.272,12,3.0,9.0,6.0,2.0,1,A,F,K,B,S,W,A,U
11306,2026000,2391666.667,15,3.0,1.0,1.0,6.0,2,A,F,K,B,S,J,T,D
11307,2491000,3001204.819,2,1.4,5.0,6.0,0.0,1,A,F,V,B,S,Z,9,4
11308,1400000,1580769.231,14,1.6,6.0,0.0,2.0,1,M,F,V,B,L,W,V,W
11309,4987000,5815730.337,4,2.5,9.0,0.0,4.0,2,A,F,V,BG,S,4,T,1
11310,9509000,9845348.837,8,4.0,6.0,8.0,6.0,1,A,A,K,BG,V,J,T,M
11311,4800000,5100000.0,5,2.5,9.0,1.0,6.0,1,M,A,V,D,P,M,R,0
11312,2210000,2597530.864,9,2.0,3.0,6.0,5.0,1,A,F,B,B,S,W,V,W
11313,1600000,2165432.099,15,3.0,7.0,2.0,4.0,1,A,A,K,B,S,W,A,U
11314,2500000,2919047.619,13,3.2,4.0,7.0,8.0,2,A,A,K,B,C,4,J,G
11315,8100000,10480769.23,5,3.5,3.0,9.0,6.0,1,A,A,K,B,C,5,T,D
11316,2093000,2601282.051,13,2.4,7.0,8.0,4.0,1,A,F,V,B,S,4,T,1
11317,2153000,2538095.238,9,1.6,3.0,9.0,0.0,2,A,F,V,B,S,J,T,N
11318,1300000,1735802.469,14,2.0,9.0,1.0,2.0,1,A,F,V,B,U,W,F,0
11319,2946000,3173170.732,2,1.6,1.0,0.0,2.0,1,A,F,V,B,S,X,W,8
11320,2693000,3023456.79,3,1.6,6.0,0.0,6.0,2,A,F,V,BG,S,Z,9,4
11321,2700000,3258974.359,11,2.0,8.0,8.0,9.0,1,A,F,V,B,C,K,M,8
11322,935000,1291358.025,14,1.8,8.0,2.0,6.0,1,M,F,V,B,S,W,F,O
11323,2558000,3176190.476,3,1.8,9.0,4.0,2.0,2,A,F,K,B,L,K,L,1
11324,3518000,3734523.81,5,1.6,0.0,8.0,3.0,2,A,F,V,B,C,S,J,N
11325,3026000,3501123.596,9,3.5,5.0,4.0,9.0,2,A,F,K,B,S,J,T,N
11326,2932000,3464044.944,9,2.7,8.0,2.0,6.0,2,A,A,K,B,C,K,M,H
11327,1828000,2286585.366,13,2.0,6.0,1.0,9.0,1,A,F,B,B,S,J,H,M
11328,1679000,2144871.795,9,1.6,3.0,2.0,0.0,1,A,F,V,B,L,J,N,1
11329,2488000,2993023.256,13,3.0,5.0,9.0,5.0,1,A,F,K,B,S,J,T,H
11330,2159000,2424691.358,4,1.6,5.0,6.0,3.0,1,A,F,V,B,S,K,N,M
11331,5259000,4741052.632,5,2.5,6.0,9.0,5.0,3,A,F,K,BG,S,J,T,N
11332,1687000,2156097.561,13,2.5,3.0,0.0,9.0,1,M,A,V,B,U,J,F,1
11333,968000,1180246.914,15,1.8,4.0,1.0,1.0,1,M,F,V,D,U,W,F,O
11334,3000000,3334117.647,7,1.8,0.0,0.0,5.0,2,A,F,B,B,L,T,M,B
11335,4500000,4923809.524,6,2.5,7.0,0.0,0.0,2,A,A,V,B,C,J,T,M
11336,6237000,7427472.527,5,3.5,5.0,1.0,3.0,1,A,F,K,B,S,J,T,H
11337,4273000,4528571.429,5,2.0,9.0,3.0,3.0,2,A,F,V,BG,C,U,5,Y
11338,2109000,2285714.286,10,2.0,3.0,1.0,5.0,2,A,A,V,B,S,J,F,1
11339,2862000,3120930.233,10,2.4,1.0,8.0,5.0,1,A,F,K,B,S,4,T,1
11340,3813000,4133695.652,7,2.4,5.0,7.0,9.0,3,A,F,K,B,S,4,T,1
11341,2880000,3149473.684,3,1.8,4.0,4.0,7.0,3,A,F,K,B,L,K,L,1
11342,4247000,4705555.556,6,2.4,3.0,2.0,8.0,3,A,F,K,B,S,X,W,7
11343,7332000,6863736.264,2,2.5,1.0,2.0,7.0,1,A,F,K,B,S,X,W,7
11344,2526000,2841025.641,11,2.4,4.0,9.0,8.0,1,A,F,V,B,S,4,T,1
11345,4300000,5296296.296,10,3.5,8.0,3.0,3.0,1,A,F,K,B,C,J,T,J
11346,1086000,1176543.21,15,1.5,1.0,3.0,9.0,1,M,F,V,BG,L,S,J,N
11347,6329000,6634883.721,8,3.5,7.0,1.0,9.0,2,A,A,V,BG,C,J,T,E
11348,1900000,2158974.359,9,1.6,7.0,6.0,0.0,1,A,F,V,B,L,J,N,1
